Table with column headers in row 3						
"2014 Poverty Estimates for School districts                                                                                                                                                       Source: U.S. Census Bureau, Small Area Income and Poverty Program (SAIPE)                                                                                                              Release date:   December 2015"						
State Postal Code	State FIPS Code	District ID	Name	Estimated Total Population	Estimated Population 5-17	Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
MT	30	08860	Denton Elementary School District	520	59	5
MT	30	08850	Denton High School District	578	33	2
MT	30	08910	Dillon Elementary School District	"7,840"	642	118
MT	30	09000	Divide Elementary School District	183	15	3
MT	30	09030	Dixon Elementary School District	458	55	18
MT	30	09120	Dodson K-12	345	52	14
MT	30	09180	Drummond Elementary School District	982	93	42
MT	30	09210	Drummond High School District	"1,288"	59	10
MT	30	09330	Dupuyer Elementary School District	378	59	18
MT	30	00102	Dutton/Brady K-12 Schools	984	141	32
MT	30	09510	East Glacier Park Elementary School District	556	70	15
MT	30	09560	East Helena Elementary School District	"9,013"	"1,155"	123
MT	30	09670	Ekalaka Elementary School District	885	65	18
MT	30	09720	Elder Grove Elementary School District	"3,170"	434	47
MT	30	09780	Elliston Elementary School District	333	19	3
MT	30	09840	Elysian Elementary School District	"1,150"	116	15
MT	30	09930	Ennis K-12 Schools	"3,540"	354	48
MT	30	10080	Eureka Elementary School District	"4,760"	489	147
MT	30	10920	Evergreen Elementary School District	"6,267"	808	205
MT	30	10230	Fair-Mont-Egan Elementary School District	"1,183"	149	23
MT	30	10140	Fairfield Elementary School District	"1,243"	159	34
MT	30	10170	Fairfield High School District	"1,897"	118	13
MT	30	10210	Fairview Elementary School District	"1,569"	192	27
MT	30	10290	Fairview High School District	"1,664"	110	3
MT	30	10530	Fergus High School District	"8,890"	468	48
MT	30	10800	Fishtail Elementary School District	367	25	9
MT	30	15420	Flathead High School District	"59,914"	"3,227"	526
MT	30	11100	Florence-Carlton K-12 Schools	"5,448"	982	155
MT	30	11160	Forsyth Elementary School District	"2,550"	265	35
MT	30	11190	Forsyth High School District	"2,610"	133	11
MT	30	11240	Fort Benton Elementary School District	"1,909"	187	14
MT	30	11260	Fort Benton High School District	"2,334"	124	19
MT	30	11340	Fortine Elementary School District	752	60	47
MT	30	11420	Frazer Elementary School District	564	117	29
MT	30	11460	Frazer High School District	770	70	17
MT	30	11520	Frenchtown K-12 Schools	"6,786"	"1,314"	110
MT	30	11550	Froid Elementary School District	467	57	12
MT	30	11580	Froid High School District	467	24	5
MT	30	11650	Fromberg K-12 Schools	"1,094"	159	20
MT	30	11670	Frontier Elementary School District	467	59	9
MT	30	11730	Galata Elementary School District	254	30	15
MT	30	11790	Gallatin Gateway Elementary School District	"1,701"	195	30
MT	30	11820	Gardiner Elementary School District	"1,381"	124	11
MT	30	11850	Gardiner High School District	"1,480"	70	13
MT	30	11880	Garfield County High School District	"1,309"	66	5
MT	30	21480	Garrison Elementary School District	128	8	4
MT	30	12210	Geraldine K-12 Schools	647	125	31
MT	30	12270	Geyser Elementary School District	463	51	15
MT	30	12300	Geyser High School District	463	25	3
MT	30	12350	Gildford Colony Elementary School District	133	20	4
MT	30	12420	Glasgow K-12 Schools	"5,133"	868	131
MT	30	12510	Glendive Elementary School District	"6,840"	708	124
MT	30	12570	Gold Creek Elementary School District	225	35	8
MT	30	12600	Golden Ridge Elementary School District	160	16	6
MT	30	12900	Grant Elementary School District	144	16	3
MT	30	12960	Grass Range Elementary School District	504	39	21
MT	30	12990	Grass Range High School District	587	39	12
MT	30	13040	Great Falls Elementary School District	"72,919"	"7,814"	"1,543"
MT	30	13050	Great Falls High School District	"73,061"	"3,679"	492
MT	30	13110	Greenfield Elementary School District	524	47	4
MT	30	13140	Greycliff Elementary School District	349	48	7
MT	30	13200	Hall Elementary School District	306	29	5
MT	30	13260	Hamilton K-12 Schools	"11,348"	"1,573"	532
MT	30	13310	Hardin Elementary School District	"9,785"	"1,535"	488
MT	30	13340	Hardin High School District	"8,443"	576	220
MT	30	13395	Harlem Elementary School District	"2,452"	420	158
MT	30	13400	Harlem High School District	"2,583"	176	33
MT	30	13440	Harlowton Elementary School District	"1,736"	193	62
MT	30	13470	Harlowton High School District	"1,841"	109	11
MT	30	13530	Harrison K-12 Schools	665	92	7
MT	30	13560	Havre Elementary School District	"12,633"	"1,509"	304
MT	30	13590	Havre High School District	"13,048"	690	89
MT	30	13280	Hawks Home Elementary School District	108	10	7
MT	30	13660	Hays-Lodge Pole K-12 Schools	"1,348"	359	127
MT	30	00099	Heart Butte K-12 Schools	756	190	62
MT	30	00005	Helena Elementary School District	"52,385"	"5,645"	761
MT	30	13800	Helena Flats Elementary School District	"1,926"	275	38
MT	30	13830	Helena High School District	"63,687"	"3,179"	443
MT	30	13860	Hellgate Elementary School District	"13,202"	"1,470"	181
MT	30	13890	Helmville Elementary School District	214	15	3
MT	30	14070	Highwood K-12 Schools	464	82	10
MT	30	14340	Hinsdale Elementary School District	422	50	8
MT	30	14370	Hinsdale High School District	462	32	5
MT	30	14430	Hobson K-12 Schools	709	101	16
MT	30	14640	Hot Springs K-12 Schools	"1,433"	208	54
MT	30	14700	Huntley Project K-12 Schools	"4,464"	857	83
MT	30	14760	Hysham K-12 Schools	692	80	16
MT	30	14820	Independent Elementary School District	"2,760"	442	30
MT	30	15060	Jackson Elementary School District	154	20	2
MT	30	15120	Jefferson High School District	"8,034"	509	49
MT	30	15200	Joliet Elementary School District	"2,105"	220	35
MT	30	15260	Joliet High School District	"2,460"	151	15
MT	30	15340	Jordan Elementary School District	716	93	21
MT	30	15360	Judith Gap Elementary School District	327	29	7
MT	30	15390	Judith Gap High School District	327	17	6
MT	30	15450	Kalispell Elementary School District	"28,915"	"3,323"	611
MT	30	15510	Kester Elementary School District	86	8	3
MT	30	15570	Kila Elementary School District	"2,009"	235	28
MT	30	15610	King Colony Elementary School District	319	27	4
MT	30	07980	Kinsey Elementary School District	543	88	11
MT	30	15640	Kircher Elementary School District	821	88	8
MT	30	15690	Knees Elementary School District	170	32	6
MT	30	16110	La Motte Elementary School District	918	99	7
MT	30	15990	Lambert Elementary School District	453	53	3
MT	30	16020	Lambert High School District	407	20	1
MT	30	16050	Lame Deer Elementary School District	"2,807"	560	221
MT	30	00095	Lame Deer High School District	"5,468"	425	148
MT	30	16200	Laurel Elementary School District	"11,608"	"1,531"	164
MT	30	16230	Laurel High School District	"11,253"	683	52
MT	30	16290	Lavina K-12 Schools	365	61	23
MT	30	16360	Lennep Elementary School District	58	2	1
MT	30	16490	Lewistown Elementary School District	"8,519"	821	128
MT	30	16530	Libby K-12 Schools	"9,569"	"1,275"	350
MT	30	00093	Liberty Elementary School District	236	40	5
MT	30	16710	Lima K-12 Schools	513	93	26
MT	30	16770	Lincoln County High School District	"6,081"	313	51
MT	30	16810	Lincoln K-12 Schools	"1,323"	156	52
MT	30	08400	Lindsay Elementary School District	356	46	7
MT	30	16880	Livingston Elementary School District	"10,570"	"1,063"	169
MT	30	16950	Lockwood Elementary School District	"8,270"	"1,196"	158
MT	30	17010	Lodge Grass Elementary School District	"1,832"	309	105
MT	30	17040	Lodge Grass High School District	"2,301"	155	46
MT	30	17130	Lolo Elementary School District	"5,285"	715	84
MT	30	17190	Lone Rock Elementary School District	"3,098"	321	57
MT	30	17340	Lustre Elementary School District	206	23	7
MT	30	17370	Luther Elementary School District	408	34	2
MT	30	17520	Malmborg Elementary School District	224	39	5
MT	30	17580	Malta K-12 Schools	"3,165"	522	94
MT	30	17610	Manhattan Elementary School District	"2,943"	380	53
MT	30	17640	Manhattan High School District	"4,966"	288	16
MT	30	17700	Marion Elementary School District	"1,615"	198	19
MT	30	06030	McCormick Elementary School District	471	40	9
MT	30	18060	McLeod Elementary School District	224	23	1
MT	30	18170	Medicine Lake K-12 Schools	677	116	9
MT	30	18210	Melrose Elementary School District	117	12	5
MT	30	18240	Melstone Elementary School District	489	47	7
MT	30	18270	Melstone High School District	290	19	3
MT	30	18290	Melville Elementary School District	220	27	3
MT	30	21150	Miami Elementary School District	258	19	6
MT	30	18410	Miles City Elementary School District	"10,268"	"1,041"	179
MT	30	18570	Missoula Elementary School District	"70,772"	"5,916"	"1,150"
MT	30	18540	Missoula High School District	"103,525"	"4,354"	589
MT	30	18660	Molt Elementary School District	199	27	3
MT	30	18750	Monforton Elementary School District	"2,219"	219	26
MT	30	18780	Montana City Elementary School District	"3,002"	427	15
MT	30	18870	Moore Elementary School District	521	61	18
MT	30	18900	Moore High School District	521	24	11
MT	30	18960	Morin Elementary School District	426	64	10
MT	30	00004	Mountain View Elementary School District	127	24	8
MT	30	19170	Nashua K-12 Schools	924	123	14
MT	30	19310	North Harlem Colony Elementary School District	45	9	3
MT	30	00096	North Star Elementary School District	996	106	19
MT	30	00097	North Star High School District	"1,147"	52	8
MT	30	00090	Noxon Elementary School District	"1,415"	110	19
MT	30	19500	Noxon High School District	"2,540"	176	27
MT	30	19530	Nye Elementary School District	216	10	1
MT	30	10950	Olney-Bissell Elementary School District	"1,206"	109	23
MT	30	19740	Opheim K-12 Schools	350	37	3
MT	30	19950	Ovando Elementary School District	249	9	2
MT	30	19980	Paradise Elementary School District	342	25	5
MT	30	20040	Park City Elementary School District	"2,325"	298	26
MT	30	20070	Park City High School District	"2,122"	108	6
MT	30	20100	Park High School District	"12,995"	602	100
MT	30	20170	Pass Creek Elementary School District	103	12	1
MT	30	20240	Pendroy Elementary School District	312	52	16
MT	30	12840	Philipsburg K-12 Schools	"1,921"	223	27
MT	30	20670	Pine Creek Elementary School District	363	16	2
MT	30	20690	Pine Grove Elementary School District	94	11	1
MT	30	20790	Pioneer Elementary School District	960	125	28
MT	30	20820	Plains Elementary School District	"3,069"	291	85
MT	30	20850	Plains High School District	"3,410"	140	22
MT	30	20880	Pleasant Valley Elementary School District	171	7	1
MT	30	13360	Plenty Coups High School District	756	53	23
MT	30	20960	Plentywood K-12 Schools	"2,664"	396	40
MT	30	21000	Plevna K-12 Schools	452	85	3
MT	30	21030	Polaris Elementary School District	98	5	3
MT	30	21060	Polson Elementary School District	"10,071"	"1,107"	244
MT	30	21090	Polson High School District	"11,241"	561	157
MT	30	21240	Poplar Elementary School District	"3,830"	638	249
MT	30	21270	Poplar High School District	"3,830"	308	95
MT	30	21330	Potomac Elementary School District	"1,108"	111	15
MT	30	04860	Powder River County High School District	"1,799"	111	18
MT	30	21450	Powell County High School District	"7,105"	341	65
MT	30	21510	Power Elementary School District	453	53	12
MT	30	21540	Power High School District	483	29	4
MT	30	21720	Pryor Elementary School District	756	119	38
MT	30	21850	Ramsay Elementary School District	"1,289"	138	17
MT	30	21870	Rapelje Elementary School District	245	31	3
MT	30	21900	Rapelje High School District	350	20	2
MT	30	21960	Rau Elementary School District	399	51	3
MT	30	22080	Red Lodge Elementary School District	"3,406"	274	75
MT	30	22110	Red Lodge High School District	"3,951"	178	12
MT	30	22230	Reedpoint Elementary School District	660	69	7
MT	30	22260	Reedpoint High School District	595	39	2
MT	30	22290	Reichle Elementary School District	128	14	2
MT	30	22370	Richey Elementary School District	447	49	4
MT	30	22410	Richey High School District	517	22	2
MT	30	22710	Roberts K-12 Schools	919	133	21
MT	30	22750	Rocky Boy Elementary School District	"3,077"	643	194
MT	30	28911	Rocky Boy High School District	"1,839"	159	35
MT	30	22790	Ronan Elementary School District	"8,751"	"1,214"	416
MT	30	22800	Ronan High School District	"8,751"	514	134
MT	30	22920	Rosebud K-12	464	76	24
MT	30	11990	Ross Elementary School District	26	3	2
MT	30	23040	Roundup Elementary School District	"4,155"	414	98
MT	30	23070	Roundup High School District	"4,294"	207	69
MT	30	23160	Roy K-12 Schools	300	51	13
MT	30	23340	Ryegate K-12 Schools	487	71	12
MT	30	08040	S H Elementary School District	163	8	3
MT	30	08010	S Y Elementary School District	78	3	0
MT	30	23370	Saco Elementary School District	526	50	10
MT	30	23400	Saco High School District	486	34	6
MT	30	12060	Sand Springs Elementary School District	160	19	2
MT	30	23520	Savage Elementary School District	694	79	13
MT	30	23550	Savage High School District	720	48	8
MT	30	23670	Scobey K-12 Schools	"1,793"	276	33
MT	30	23730	Seeley Lake Elementary School District	"2,118"	204	32
MT	30	23850	Shawmut Elementary School District	105	10	2
MT	30	23900	Shelby Elementary School District	"3,704"	318	60
MT	30	23910	Shelby High School District	"3,958"	200	27
MT	30	23940	Shepherd Elementary School District	"4,082"	583	112
MT	30	23970	Shepherd High School District	"4,082"	294	58
MT	30	24150	Sheridan Elementary School District	"1,410"	116	23
MT	30	24180	Sheridan High School District	"1,703"	71	25
MT	30	00932	Shields Valley Elementary School District	"1,671"	158	21
MT	30	00933	Shields Valley High School District	"1,671"	85	4
MT	30	24200	Sidney Elementary School District	"8,102"	948	92
MT	30	24230	Sidney High School District	"8,785"	495	47
MT	30	24330	Simms High School District	"3,068"	169	30
MT	30	02850	Smith Valley Elementary School District	"1,986"	271	68
MT	30	00002	Somers Elementary School District	"6,586"	753	133
MT	30	00007	South Stacey Elementary School District	99	8	3
MT	30	24690	Spring Creek Colony Elementary School District	52	9	1
MT	30	03660	Spring Creek Elementary School District	66	5	1
MT	30	07950	Spring Creek Elementary School District	104	10	2
MT	30	24780	Springdale Elementary School District	127	16	5
MT	30	24810	Springhill Elementary School District	125	8	2
MT	30	06110	St. Ignatius K-12 Schools	"3,316"	683	145
MT	30	24930	St. Regis K-12 Schools	"1,257"	190	80
MT	30	24990	Stanford K-12 Schools	786	115	11
MT	30	25020	Stevensville Elementary School District	"6,761"	665	136
MT	30	25050	Stevensville High School District	"9,859"	470	74
MT	30	24300	Sun River Valley Elementary School District	"2,147"	244	76
MT	30	25320	Sunburst K-12 Schools	"1,192"	204	34
MT	30	25380	Sunset Elementary School District	219	18	2
MT	30	25470	Superior K-12 Schools	"2,293"	302	46
MT	30	15930	Swan Lake-Salmon Elementary School District	357	27	4
MT	30	25500	Swan River Elementary School District	"1,619"	134	23
MT	30	25530	Swan Valley Elementary School District	568	44	11
MT	30	25560	Sweet Grass County High School District	"3,573"	225	19
MT	30	25890	Target Range Elementary School District	"3,640"	395	63
MT	30	25950	Terry K-12 Schools	"1,148"	135	27
MT	30	26070	Thompson Falls Elementary School District	"3,541"	283	87
MT	30	26100	Thompson Falls High School District	"3,541"	170	71
MT	30	26160	Three Forks Elementary School District	"3,769"	450	38
MT	30	26190	Three Forks High School District	"3,739"	237	10
MT	30	04980	Townsend K-12 Schools	"5,093"	784	113
MT	30	26400	Trail Creek Elementary School District	43	7	1
MT	30	26460	Trego Elementary School District	569	43	9
MT	30	26490	Trinity Elementary School District	"1,654"	178	32
MT	30	26520	Trout Creek Elementary School District	"1,125"	79	19
MT	30	26550	Troy Elementary School District	"2,763"	245	44
MT	30	26580	Troy High School District	"3,475"	137	49
MT	30	26640	Turner Elementary School District	312	48	13
MT	30	26670	Turner High School District	309	22	5
MT	30	26730	Twin Bridges K-12 Schools	"1,515"	228	36
MT	30	26880	Ulm Elementary School District	735	62	6
MT	30	15900	Upper West Shore Elementary School District	914	94	24
MT	30	27060	Valier Elementary School District	992	115	18
MT	30	27090	Valier High School District	"1,370"	78	24
MT	30	27150	Valley View Elementary School District	256	36	6
MT	30	05850	Vaughn Elementary School District	921	103	16
MT	30	27270	Victor K-12 Schools	"3,557"	524	139
MT	30	27340	Vida Elementary School District	407	30	12
MT	30	27480	Warrick Elementary School District	28	2	0
MT	30	00094	West Glacier Elementary School District	505	41	4
MT	30	27570	West Valley Elementary School District	"3,935"	601	94
MT	30	27630	West Yellowstone K-12 School District	"1,923"	269	25
MT	30	27730	Westby K-12 Schools	355	61	11
MT	30	28750	White Sulphur Springs Elementary School District	"1,795"	140	52
MT	30	28770	White Sulphur Springs High School District	"1,853"	97	8
MT	30	27740	Whitefish Elementary School District	"13,551"	"1,361"	241
MT	30	27790	Whitefish High School District	"14,258"	628	67
MT	30	27810	Whitehall Elementary School District	"3,493"	319	41
MT	30	27840	Whitehall High School District	"3,970"	204	19
MT	30	27930	Whitewater K-12 Schools	196	34	4
MT	30	27960	Whitlash Elementary School District	39	3	0
MT	30	28020	Wibaux K-12 Schools	"1,121"	187	30
MT	30	28140	Willow Creek Elementary School District	364	30	8
MT	30	28170	Willow Creek High School District	299	14	1
MT	30	28380	Winifred K-12 Schools	533	84	19
MT	30	28470	Winnett K-12 Schools	485	95	20
MT	30	28500	Wisdom Elementary School District	251	18	8
MT	30	10820	Wise River Elementary School District	292	24	3
MT	30	28550	Wolf Creek Elementary School District	636	36	10
MT	30	28590	Wolf Point Elementary School District	"4,571"	733	220
MT	30	28620	Wolf Point High School District	"5,038"	332	74
MT	30	28650	Woodman Elementary School District	465	51	6
MT	30	28800	Wyola Elementary School District	470	66	25
MT	30	28830	Yaak Elementary School District	241	12	4
MT	30	28860	Yellowstone Academy Elementary School District	79	22	3
MT	30	28910	Zurich Elementary School District	314	35	9
NE	31	02770	Adams Central Public Schools	"5,290"	"1,108"	60
NE	31	02790	Ainsworth Community Schools	"2,935"	452	71
NE	31	02880	Allen Consolidated Schools	964	223	24
NE	31	02910	Alliance Public Schools	"9,830"	"1,788"	285
NE	31	00080	Alma Public Schools	"1,923"	268	45
NE	31	00070	Amherst Public Schools	"1,167"	198	15
NE	31	00010	Anselmo-Merna Public Schools	"1,148"	207	55
NE	31	03060	Ansley Public Schools	"1,027"	189	34
NE	31	03090	Arapahoe Public Schools	"1,873"	318	65
NE	31	03120	Arcadia Public Schools	516	97	13
NE	31	03130	Arlington Public Schools	"3,386"	629	66
NE	31	00073	Arnold Public Schools	"1,002"	142	23
NE	31	03210	Arthur County Schools	469	105	14
NE	31	00034	Ashland-Greenwood Public Schools	"4,919"	873	105
NE	31	03330	Auburn Public Schools	"5,644"	841	124
NE	31	03360	Aurora Public Schools	"6,678"	"1,247"	121
NE	31	03420	Axtell Community Schools	"1,387"	267	21
NE	31	03440	Bancroft-Rosalie Community Schools	"1,149"	225	35
NE	31	00067	Banner County Public Schools	815	112	27
NE	31	03540	Battle Creek Public Schools	"2,595"	496	45
NE	31	00090	Bayard Public Schools	"2,304"	437	64
NE	31	03600	Beatrice Public Schools	"14,164"	"2,222"	335
NE	31	03810	Bellevue Public Schools	"48,046"	"9,475"	787
NE	31	03990	Bennington Public Schools	"7,892"	"1,640"	73
NE	31	04020	Bertrand Public Schools	"1,421"	264	37
NE	31	04100	Blair Community Schools	"13,133"	"2,429"	178
NE	31	04140	Bloomfield Community Schools	"1,761"	268	53
NE	31	04200	Blue Hill Public Schools	"1,566"	289	33
NE	31	02820	Boone Central Schools	"3,557"	625	75
NE	31	04290	Brady Public Schools	901	203	29
NE	31	00105	Bridgeport Public Schools	"2,526"	491	83
NE	31	00011	Broken Bow Public Schools	"4,840"	812	136
NE	31	00124	Bruning-Davenport Unified School System	"1,359"	223	30
NE	31	04640	Burwell Public Schools	"1,991"	322	40
NE	31	00012	Callaway Public Schools	"1,269"	229	23
NE	31	00015	Cambridge Public Schools	"1,528"	252	27
NE	31	04870	Cedar Bluffs Public Schools	"1,185"	214	11
NE	31	00068	Cedar Rapids Public Schools	870	131	17
NE	31	00099	Centennial Public Schools	"3,452"	598	93
NE	31	04920	Central City Public Schools	"4,609"	828	107
NE	31	62950	Centura Public Schools	"2,674"	511	55
NE	31	04980	Chadron Public Schools	"7,431"	991	167
NE	31	05010	Chambers Public Schools	715	117	11
NE	31	00163	Chase County Schools	"3,233"	620	52
NE	31	05160	Clarkson Public Schools	"1,299"	211	37
NE	31	05220	Clay Center Public Schools	931	153	20
NE	31	05280	Cody-Kilgore Public Schools	484	98	19
NE	31	05310	Coleridge Community Schools	804	124	17
NE	31	05340	Columbus Public Schools	"23,569"	"4,298"	480
NE	31	74200	Conestoga Public Schools	"4,228"	804	48
NE	31	05460	Cozad City Schools	"5,178"	970	165
NE	31	05520	Crawford Public Schools	"1,392"	202	45
NE	31	00140	Creek Valley Schools	"2,066"	323	48
NE	31	05550	Creighton Public Schools	"2,017"	367	51
NE	31	00095	Crete Public Schools	"10,281"	"1,808"	241
NE	31	05630	Crofton Community Schools	"2,206"	410	55
NE	31	00130	Cross County Community Schools	"2,168"	390	25
NE	31	00002	David City Public Schools	"5,578"	"1,008"	107
NE	31	05910	Deshler Public Schools	"1,396"	276	24
NE	31	00125	Diller-Odell Public Schools	"1,502"	255	22
NE	31	00121	Doniphan-Trumbull Public Schools	"2,641"	508	66
NE	31	69840	Dorchester Public Schools	"1,122"	183	10
NE	31	00165	Douglas County West Community Schools	"5,802"	964	112
NE	31	00077	Dundy County Public Schools	"2,385"	411	82
NE	31	00003	East Butler Public Schools	"2,522"	431	36
NE	31	70020	Elba Public Schools	497	76	13
NE	31	70050	Elgin Public Schools	"1,276"	218	34
NE	31	70110	Elkhorn Public Schools	"32,611"	"7,058"	303
NE	31	00025	Elkhorn Valley Schools	"1,974"	299	40
NE	31	70140	Elm Creek Public Schools	"1,663"	308	36
NE	31	01992	Elmwood-Murdock Public Schools	"2,052"	414	21
NE	31	70220	Elwood Public Schools	"1,772"	270	36
NE	31	00141	Emerson-Hubbard Public Schools	"1,834"	320	103
NE	31	00111	Eustis-Farnam Public Schools	"1,049"	189	22
NE	31	00020	Ewing Public Schools	766	132	28
NE	31	00133	Exeter-Milligan Public Schools	"1,472"	238	19
NE	31	70440	Fairbury Public Schools	"5,635"	905	144
NE	31	70530	Falls City Public Schools	"5,874"	962	183
NE	31	00118	Fillmore Central Public Schools	"3,380"	543	67
NE	31	70650	Fort Calhoun Community Schools	"3,031"	524	32
NE	31	00065	Franklin Public Schools	"1,788"	261	49
NE	31	00116	Freeman Public Schools	"1,860"	364	40
NE	31	70710	Fremont Public Schools	"29,931"	"5,056"	748
NE	31	00096	Friend Public Schools	"1,483"	260	23
NE	31	00091	Fullerton Public Schools	"1,891"	301	50
NE	31	70800	Garden County Schools	"1,952"	274	58
NE	31	00098	Gering Public Schools	"11,172"	"2,080"	320
NE	31	70980	Gibbon Public Schools	"3,127"	636	129
NE	31	71010	Giltner Public Schools	684	142	7
NE	31	00170	Gordon-Rushville Public Schools	"4,309"	808	203
NE	31	71100	Gothenburg Public Schools	"4,483"	909	112
NE	31	00016	Grand Island Public Schools	"50,644"	"9,689"	"1,722"
NE	31	00148	Greeley-Wolbach Public Schools	"1,129"	200	42
NE	31	71220	Gretna Public Schools	"16,770"	"3,546"	88
NE	31	71370	Hampton Public Schools	772	138	6
NE	31	71520	Hartington Public Schools	"3,241"	684	82
NE	31	71550	Harvard Public Schools	"1,260"	249	64
NE	31	71580	Hastings Public Schools	"23,821"	"3,810"	650
NE	31	71610	Hay Springs Public Schools	"1,047"	135	22
NE	31	09120	Hayes Center Public Schools	653	109	14
NE	31	00117	Heartland Community Schools	"2,097"	348	29
NE	31	71730	Hemingford Public Schools	"1,870"	316	33
NE	31	71820	Hershey Public Schools	"2,187"	429	39
NE	31	00123	High Plains Community Schools	"1,760"	290	27
NE	31	00120	Hitchcock County School System	"1,906"	314	53
NE	31	71940	Holdrege Public Schools	"6,996"	"1,152"	137
NE	31	72000	Homer Community Schools	"1,649"	311	44
NE	31	00183	Howells-Dodge Public Schools	"2,183"	415	41
NE	31	00179	Humboldt Table Rock Steinauer Public Schools	"3,222"	465	67
NE	31	72150	Humphrey Public Schools	"2,280"	466	26
NE	31	72210	Hyannis Area Schools	894	130	24
NE	31	00176	Johnson County Central Public Schools	"4,561"	608	102
NE	31	72335	Johnson-Brock Public Schools	"1,334"	216	32
NE	31	72390	Kearney Public Schools	"37,893"	"5,905"	721
NE	31	72420	Kenesaw Public Schools	"1,414"	270	27
NE	31	72480	Keya Paha County Schools	812	115	33
NE	31	72570	Kimball Public Schools	"3,326"	539	77
NE	31	00112	Lakeview Community Schools	"5,257"	"1,054"	93
NE	31	00004	Laurel-Concord Public Schools	"1,998"	351	51
NE	31	72720	Leigh Community Schools	"1,079"	166	16
NE	31	72780	Lewiston Consolidated Schools	"1,000"	195	29
NE	31	72810	Lexington Public Schools	"12,207"	"2,644"	490
NE	31	00072	Leyton Public Schools	"1,320"	227	24
NE	31	72840	Lincoln Public Schools	"276,960"	"44,104"	"6,790"
NE	31	72910	Litchfield Public Schools	765	148	28
NE	31	00114	Logan View Public Schools	"3,109"	531	40
NE	31	72990	Loomis Public Schools	788	145	19
NE	31	73050	Louisville Public Schools	"3,030"	506	24
NE	31	73090	Loup City Public Schools	"2,166"	304	56
NE	31	73120	Loup County Public Schools	595	96	19
NE	31	73170	Lynch Public Schools	575	94	26
NE	31	73210	Lyons-Decatur Northeast Schools	"1,904"	250	53
NE	31	73230	Madison Public Schools	"3,579"	785	90
NE	31	73290	Malcolm Public Schools	"2,221"	432	24
NE	31	00023	Maxwell Public Schools	951	194	19
NE	31	73440	Maywood Public Schools	857	160	34
NE	31	73470	McCook Public Schools	"9,022"	"1,426"	216
NE	31	73500	McCool Junction Public Schools	882	175	12
NE	31	73560	McPherson County Schools	521	114	24
NE	31	73590	Mead Public Schools	"1,520"	304	24
NE	31	73600	Medicine Valley Public Schools	"1,330"	209	36
NE	31	73660	Meridian Public Schools	962	168	23
NE	31	73710	Milford Public Schools	"4,214"	738	49
NE	31	73740	Millard Public Schools	"120,066"	"25,534"	"1,446"
NE	31	73800	Minatare Public Schools	917	192	29
NE	31	73830	Minden Public Schools	"4,484"	797	101
NE	31	73890	Mitchell Public Schools	"3,207"	587	124
NE	31	00097	Morrill Public Schools	"2,477"	428	70
NE	31	74040	Mullen Public Schools	933	140	21
NE	31	74160	Nebraska City Public Schools	"9,274"	"1,642"	205
NE	31	00119	Nebraska Unified District 1	"3,026"	505	106
NE	31	74220	Neligh-Oakdale Schools	"2,427"	399	75
NE	31	74310	Newcastle Public Schools	793	149	13
NE	31	74340	Newman Grove Public Schools	"1,415"	244	35
NE	31	74370	Niobrara Public Schools	768	125	33
NE	31	74430	Norfolk Public Schools	"29,960"	"5,132"	865
NE	31	00088	Norris School District 160	"9,359"	"2,227"	146
NE	31	00115	North Bend Central Public Schools	"2,972"	537	40
NE	31	74400	North Loup Scotia Public Schools	"1,101"	206	32
NE	31	00022	North Platte Public Schools	"28,420"	"4,964"	851
NE	31	74580	Northwest Public Schools	"5,996"	"1,108"	126
NE	31	74850	O'Neill Public Schools	"5,373"	935	175
NE	31	74640	Oakland Craig Public Schools	"2,027"	391	44
NE	31	74760	Ogallala Public Schools	"6,536"	"1,043"	182
NE	31	74820	Omaha Public Schools	"364,377"	"64,018"	"14,346"
NE	31	74940	Ord Public Schools	"3,486"	612	76
NE	31	75000	Osceola Public Schools	"1,572"	275	18
NE	31	75030	Osmond Public Schools	"1,344"	276	28
NE	31	75060	Overton Public Schools	"1,237"	244	34
NE	31	00089	Palmer Public Schools	"1,068"	188	23
NE	31	75210	Palmyra District OR-1	"2,968"	522	33
NE	31	75270	Papillion-La Vista Public Schools	"58,803"	"12,277"	711
NE	31	75330	Pawnee City Public Schools	"1,516"	231	62
NE	31	75360	Paxton Consolidated Schools	"1,090"	206	32
NE	31	75390	Pender Public Schools	"1,852"	300	68
NE	31	00157	Perkins County Schools	"2,744"	476	63
NE	31	75510	Pierce Public Schools	"3,714"	708	67
NE	31	75570	Plainview Public Schools	"2,165"	366	80
NE	31	75660	Plattsmouth Community Schools	"9,825"	"1,818"	186
NE	31	75690	Pleasanton Public Schools	"1,200"	224	22
NE	31	75770	Ponca Public Schools	"2,032"	363	32
NE	31	75810	Potter-Dix Public Schools	"1,050"	178	27
NE	31	75900	Ralston Public Schools	"20,881"	"2,920"	479
NE	31	75930	Randolph Public Schools	"1,844"	323	30
NE	31	75960	Ravenna Public Schools	"2,446"	462	52
NE	31	04950	Raymond Central Schools	"4,510"	892	65
NE	31	75990	Red Cloud Community Schools	"1,480"	199	36
NE	31	76170	Rock County Public Schools	"1,447"	235	44
NE	31	76380	Sandhills Public Schools	652	105	23
NE	31	76400	Santee Community Schools	528	159	55
