Table with column headers in row 3						
"2014 Poverty Estimates for School districts                                                                                                                                                       Source: U.S. Census Bureau, Small Area Income and Poverty Program (SAIPE)                                                                                                              Release date:   December 2015"						
State Postal Code	State FIPS Code	District ID	Name	Estimated Total Population	Estimated Population 5-17	Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
VA	51	01290	Falls Church City Public Schools	"13,601"	"2,632"	76
VA	51	01320	Fauquier County Public Schools	"68,248"	"12,497"	"1,030"
VA	51	01350	Floyd County Public Schools	"15,578"	"2,414"	433
VA	51	01380	Fluvanna County Public Schools	"26,092"	"4,219"	400
VA	51	01410	Franklin City Public Schools	"8,526"	"1,485"	535
VA	51	01440	Franklin County Public Schools	"56,358"	"8,422"	"1,771"
VA	51	01470	Frederick County Public Schools	"82,377"	"14,624"	"1,526"
VA	51	01510	Fredericksburg City Public Schools	"28,350"	"3,708"	905
VA	51	01560	Galax City Public Schools	"7,014"	"1,159"	400
VA	51	01590	Giles County Public Schools	"16,815"	"2,628"	431
VA	51	01620	Gloucester County Public Schools	"37,141"	"5,686"	789
VA	51	01650	Goochland County Public Schools	"21,936"	"3,313"	298
VA	51	01690	Grayson County Public Schools	"15,093"	"2,004"	513
VA	51	01710	Greene County Public Schools	"19,031"	"3,390"	459
VA	51	01740	Greensville County Public Schools	"11,681"	"1,436"	380
VA	51	01770	Halifax County Public Schools	"35,200"	"5,572"	"1,305"
VA	51	01800	Hampton City Public Schools	"136,879"	"21,212"	"4,458"
VA	51	01830	Hanover County Public Schools	"101,918"	"18,469"	"1,183"
VA	51	01860	Harrisonburg City Public Schools	"52,478"	"5,731"	"1,307"
VA	51	01890	Henrico County Public Schools	"321,924"	"55,166"	"8,134"
VA	51	01920	Henry County Public Schools	"52,081"	"7,716"	"2,378"
VA	51	01950	Highland County Public Schools	"2,248"	228	45
VA	51	01980	Hopewell City Public Schools	"22,196"	"3,943"	"1,184"
VA	51	02010	Isle of Wight County Public Schools	"36,007"	"5,925"	713
VA	51	00036	James City County Public Schools	"72,583"	"11,555"	"1,193"
VA	51	02100	King George County Public Schools	"24,727"	"4,807"	466
VA	51	02120	King William County Public Schools	"12,826"	"2,207"	282
VA	51	02070	King and Queen County Public Schools	"7,175"	"1,062"	212
VA	51	02160	Lancaster County Public Schools	"11,044"	"1,233"	313
VA	51	02190	Lee County Public Schools	"24,951"	"3,540"	"1,038"
VA	51	02220	Lexington City Public Schools	"7,311"	629	92
VA	51	02250	Loudoun County Public Schools	"363,050"	"78,692"	"3,257"
VA	51	02280	Louisa County Public Schools	"34,348"	"5,276"	854
VA	51	02310	Lunenburg County Public Schools	"12,466"	"1,781"	451
VA	51	02340	Lynchburg City Public Schools	"79,047"	"10,662"	"3,174"
VA	51	02370	Madison County Public Schools	"13,157"	"2,105"	347
VA	51	02360	Manassas City Public Schools	"42,081"	"7,719"	"1,246"
VA	51	02390	Manassas Park City Public Schools	"15,174"	"3,003"	381
VA	51	02400	Martinsville City Public Schools	"13,711"	"2,173"	777
VA	51	02430	Mathews County Public Schools	"8,836"	"1,169"	191
VA	51	02460	Mecklenburg County Public Schools	"31,192"	"4,476"	"1,324"
VA	51	02490	Middlesex County Public Schools	"10,696"	"1,235"	297
VA	51	02520	Montgomery County Public Schools	"97,244"	"11,139"	"1,623"
VA	51	02580	Nelson County Public Schools	"14,850"	"2,118"	415
VA	51	02610	New Kent County Public Schools	"20,021"	"3,206"	277
VA	51	02640	Newport News City Public Schools	"182,965"	"29,562"	"7,535"
VA	51	02670	Norfolk City Public Schools	"245,428"	"32,855"	"10,614"
VA	51	02710	Northampton County Public Schools	"12,121"	"1,711"	553
VA	51	02730	Northumberland County Public Schools	"12,251"	"1,470"	411
VA	51	02760	Norton City Public Schools	"4,031"	696	206
VA	51	02790	Nottoway County Public Schools	"15,579"	"2,220"	673
VA	51	02820	Orange County Public Schools	"35,026"	"5,655"	808
VA	51	02850	Page County Public Schools	"23,848"	"3,665"	786
VA	51	02880	Patrick County Public Schools	"18,264"	"2,581"	723
VA	51	02910	Petersburg City Public Schools	"32,701"	"4,486"	"1,823"
VA	51	02940	Pittsylvania County Public Schools	"62,383"	"9,718"	"1,730"
VA	51	02980	Poquoson City Public Schools	"12,048"	"2,193"	123
VA	51	03000	Portsmouth City Public Schools	"96,004"	"15,229"	"4,300"
VA	51	03030	Powhatan County Public Schools	"28,449"	"4,358"	332
VA	51	03060	Prince Edward County Public Schools	"23,074"	"2,851"	793
VA	51	03090	Prince George County Public Schools	"37,333"	"5,951"	708
VA	51	03130	Prince William County Public Schools	"440,621"	"88,805"	"8,650"
VA	51	03150	Pulaski County Public Schools	"34,322"	"4,659"	905
VA	51	00023	Quantico Marine Corps Center School District	"7,571"	906	61
VA	51	03180	Radford City Public Schools	"17,646"	"1,670"	323
VA	51	03210	Rappahannock County Public Schools	"7,361"	"1,021"	153
VA	51	03240	Richmond City Public Schools	"217,853"	"26,444"	"10,498"
VA	51	03270	Richmond County Public Schools	"8,902"	"1,165"	249
VA	51	03300	Roanoke City Public Schools	"99,428"	"14,781"	"4,550"
VA	51	03330	Roanoke County Public Schools	"93,785"	"14,986"	"1,416"
VA	51	03370	Rockbridge County Public Schools	"22,327"	"3,009"	490
VA	51	03390	Rockingham County Public Schools	"78,171"	"13,289"	"1,945"
VA	51	03420	Russell County Public Schools	"28,023"	"4,050"	914
VA	51	03460	Salem City Public Schools	"25,483"	"3,708"	492
VA	51	03480	Scott County Public Schools	"22,384"	"3,147"	738
VA	51	03510	Shenandoah County Public Schools	"43,021"	"6,850"	"1,137"
VA	51	03520	Smyth County Public Schools	"31,555"	"4,784"	"1,145"
VA	51	03600	Southampton County Public Schools	"18,059"	"2,636"	531
VA	51	03640	Spotsylvania County Public Schools	"129,188"	"25,249"	"2,850"
VA	51	03660	Stafford County Public Schools	"137,894"	"28,577"	"2,013"
VA	51	03690	Staunton City Public Schools	"24,538"	"3,218"	753
VA	51	03710	Suffolk City Public Schools	"86,806"	"16,069"	"2,881"
VA	51	03750	Surry County Public Schools	"6,790"	934	177
VA	51	03780	Sussex County Public Schools	"11,767"	"1,343"	388
VA	51	03810	Tazewell County Public Schools	"43,452"	"6,330"	"1,376"
VA	51	03840	Virginia Beach City Public Schools	"450,980"	"72,933"	"8,407"
VA	51	03870	Warren County Public Schools	"38,987"	"6,529"	957
VA	51	03900	Washington County Public Schools	"54,729"	"7,769"	"1,378"
VA	51	03930	Waynesboro City Public Schools	"21,366"	"3,493"	883
VA	51	03950	West Point Town Public Schools	"3,360"	613	72
VA	51	03980	Westmoreland County Public Schools	"13,975"	"1,849"	510
VA	51	04020	Williamsburg City Public Schools	"14,691"	"1,077"	250
VA	51	04050	Winchester City Public Schools	"27,543"	"4,351"	922
VA	51	04080	Wise County Public Schools	"39,935"	"5,825"	"1,572"
VA	51	04110	Wythe County Public Schools	"29,121"	"4,397"	889
VA	51	04150	York County Public Schools	"66,342"	"12,452"	738
WA	53	00030	Aberdeen School District	"19,813"	"3,298"	914
WA	53	00060	Adna School District	"3,720"	751	134
WA	53	00090	Almira School District	477	87	14
WA	53	00150	Anacortes School District	"20,934"	"2,701"	352
WA	53	00240	Arlington School District	"31,663"	"5,816"	670
WA	53	00280	Asotin-Anatone School District	"3,330"	572	108
WA	53	00300	Auburn School District	"90,323"	"16,418"	"3,379"
WA	53	00330	Bainbridge Island School District	"23,305"	"4,190"	234
WA	53	00380	Battle Ground School District	"69,109"	"15,057"	"1,357"
WA	53	00390	Bellevue School District	"133,921"	"20,532"	"1,659"
WA	53	00420	Bellingham School District	"105,780"	"12,388"	"1,995"
WA	53	00450	Benge School District	55	5	2
WA	53	00480	Bethel School District	"105,188"	"20,119"	"2,815"
WA	53	00510	Bickleton School District	375	63	18
WA	53	00570	Blaine School District	"16,547"	"2,389"	406
WA	53	00630	Boistfort School District	885	145	29
WA	53	00660	Bremerton School District	"45,512"	"5,225"	"1,040"
WA	53	00690	Brewster School District	"4,607"	"1,038"	301
WA	53	00720	Bridgeport School District	"3,364"	809	216
WA	53	00750	Brinnon School District	"1,265"	92	30
WA	53	00780	Burlington-Edison School District	"21,573"	"3,751"	669
WA	53	00810	Camas School District	"30,013"	"6,698"	371
WA	53	00840	Cape Flattery School District	"3,256"	444	104
WA	53	00870	Carbonado School District	896	181	27
WA	53	00950	Cascade School District	"9,841"	"1,477"	324
WA	53	00960	Cashmere School District	"7,665"	"1,363"	263
WA	53	00990	Castle Rock School District	"9,858"	"1,493"	244
WA	53	01050	Centerville School District	538	78	13
WA	53	01080	Central Kitsap School District	"68,664"	"10,898"	"1,054"
WA	53	01110	Central Valley School District	"78,605"	"14,235"	"2,016"
WA	53	01140	Centralia School District	"22,836"	"3,628"	982
WA	53	01170	Chehalis School District	"14,464"	"2,524"	451
WA	53	01230	Cheney School District	"33,995"	"4,430"	820
WA	53	01260	Chewelah School District	"6,077"	981	275
WA	53	01290	Chimacum School District	"11,485"	"1,172"	160
WA	53	01320	Clarkston School District	"18,940"	"2,893"	617
WA	53	01350	Cle Elum-Roslyn School District	"7,670"	"1,067"	195
WA	53	01410	Clover Park School District	"80,515"	"12,935"	"3,407"
WA	53	01440	Colfax School District	"4,168"	696	108
WA	53	01470	College Place School District	"13,132"	"1,938"	420
WA	53	01500	Colton School District	"1,157"	225	23
WA	53	01560	Columbia School District	"1,175"	196	69
WA	53	01590	Columbia School District (Walla Walla)	"3,962"	779	87
WA	53	01630	Colville School District	"11,601"	"1,852"	497
WA	53	01660	Concrete School District	"4,984"	724	166
WA	53	01680	Conway School District	"3,194"	553	43
WA	53	01710	Cosmopolis School District	"1,958"	325	53
WA	53	03440	Coulee-Hartline School District	"1,445"	200	53
WA	53	01800	Coupeville School District	"9,791"	"1,048"	240
WA	53	01830	Crescent School District	"2,657"	362	99
WA	53	01860	Creston School District	"1,118"	93	9
WA	53	01890	Curlew School District	"1,519"	205	40
WA	53	01920	Cusick School District	"1,983"	311	83
WA	53	01950	Damman School District	799	154	9
WA	53	01980	Darrington School District	"3,407"	575	90
WA	53	02010	Davenport School District	"2,909"	590	121
WA	53	02040	Dayton School District	"3,710"	578	125
WA	53	02070	Deer Park School District	"11,069"	"2,148"	525
WA	53	02130	Dieringer School District	"9,211"	"1,809"	173
WA	53	02160	Dixie School District	504	67	17
WA	53	02280	East Valley School District (Spokane)	"26,535"	"4,665"	"1,096"
WA	53	05370	East Valley School District (Yakima)	"15,865"	"3,062"	433
WA	53	02310	Eastmont School District	"30,951"	"5,868"	"1,258"
WA	53	02340	Easton School District	"1,172"	143	12
WA	53	02370	Eatonville School District	"12,632"	"2,191"	160
WA	53	02400	Edmonds School District	"164,580"	"24,325"	"2,891"
WA	53	02460	Ellensburg School District	"27,554"	"3,202"	582
WA	53	02490	Elma School District	"8,700"	"1,509"	338
WA	53	02520	Endicott School District	569	71	3
WA	53	02550	Entiat School District	"2,262"	381	81
WA	53	00001	Enumclaw School District	"27,116"	"4,791"	537
WA	53	02610	Ephrata School District	"12,158"	"2,505"	519
WA	53	02640	Evaline School District	824	141	24
WA	53	02670	Everett School District	"138,261"	"22,038"	"2,982"
WA	53	02700	Evergreen School District (Clark)	"147,390"	"28,445"	"3,953"
WA	53	02730	Evergreen School District (Stevens)	425	74	29
WA	53	02820	Federal Way School District	"140,768"	"25,320"	"4,376"
WA	53	02850	Ferndale School District	"31,482"	"5,907"	"1,013"
WA	53	02880	Fife Public Schools	"21,541"	"3,655"	506
WA	53	02910	Finley School District	"5,408"	"1,064"	160
WA	53	02940	Franklin Pierce School District	"52,747"	"8,425"	"1,814"
WA	53	02970	Freeman School District	"4,433"	852	60
WA	53	03000	Garfield School District	825	119	15
WA	53	03030	Glenwood School District	469	61	7
WA	53	03090	Goldendale School District	"7,264"	"1,071"	266
WA	53	03130	Grand Coulee Dam School District	"4,346"	615	87
WA	53	03150	Grandview School District	"15,295"	"3,709"	"1,073"
WA	53	03180	Granger School District	"5,856"	"1,585"	493
WA	53	03210	Granite Falls School District	"14,146"	"2,610"	223
WA	53	03240	Grapeview School District	"2,568"	275	55
WA	53	03270	Great Northern School District	722	126	18
WA	53	03300	Green Mountain School District	864	179	14
WA	53	03330	Griffin School District	"6,103"	895	115
WA	53	03360	Harrington School District	717	125	11
WA	53	03510	Highland School District	"5,713"	"1,298"	348
WA	53	03540	Highline School District	"134,066"	"20,953"	"4,663"
WA	53	03570	Hockinson School District	"9,235"	"2,079"	150
WA	53	03600	Hood Canal School District	"5,909"	624	166
WA	53	03660	Hoquiam School District	"10,503"	"1,759"	569
WA	53	00002	Inchelium School District	"1,220"	221	68
WA	53	03720	Index School District	557	42	9
WA	53	03750	Issaquah School District	"105,876"	"20,900"	872
WA	53	03780	Kahlotus School District	431	82	20
WA	53	03810	Kalama School District	"6,337"	"1,101"	168
WA	53	03870	Keller School District	511	84	36
WA	53	00003	Kelso School District	"28,405"	"5,263"	"1,133"
WA	53	03930	Kennewick School District	"91,102"	"17,794"	"3,760"
WA	53	03960	Kent School District	"170,408"	"31,291"	"5,201"
WA	53	03990	Kettle Falls School District	"5,411"	798	145
WA	53	04020	Kiona-Benton School District	"8,951"	"1,750"	451
WA	53	04050	Kittitas School District	"3,818"	747	123
WA	53	04080	Klickitat School District	608	79	20
WA	53	04170	La Center School District	"8,702"	"1,812"	95
WA	53	04110	La Conner School District	"4,833"	599	131
WA	53	04150	LaCrosse School District	710	102	10
WA	53	01200	Lake Chelan School District	"7,344"	"1,222"	327
WA	53	07050	Lake Quinault School District	"1,155"	196	45
WA	53	04200	Lake Stevens School District	"42,569"	"8,813"	851
WA	53	04230	Lake Washington School District	"191,145"	"30,671"	"1,571"
WA	53	04260	Lakewood School District	"14,829"	"2,639"	310
WA	53	04290	Lamont School District	184	29	8
WA	53	04380	Liberty School District	"4,563"	762	88
WA	53	04410	Lind School District	"1,214"	264	58
WA	53	04470	Longview Public Schools	"45,248"	"7,271"	"1,823"
WA	53	04500	Loon Lake School District	"1,715"	238	31
WA	53	04530	Lopez School District	"2,519"	224	75
WA	53	04590	Lyle School District	"2,884"	400	42
WA	53	04620	Lynden School District	"19,045"	"3,626"	404
WA	53	04650	Mabton School District	"3,620"	952	267
WA	53	04710	Mansfield School District	513	71	8
WA	53	04740	Manson School District	"3,688"	720	152
WA	53	04800	Mary M. Knight School District	"1,424"	237	45
WA	53	04830	Mary Walker School District	"3,215"	592	130
WA	53	04860	Marysville School District	"73,654"	"13,489"	"1,501"
WA	53	04890	McCleary School District	"2,935"	493	117
WA	53	04920	Mead School District	"52,318"	"10,435"	"1,047"
WA	53	04950	Medical Lake School District	"11,557"	"1,978"	203
WA	53	04980	Mercer Island School District	"24,447"	"4,789"	255
WA	53	05010	Meridian School District	"10,130"	"1,636"	278
WA	53	05020	Methow Valley School District	"5,252"	632	183
WA	53	05040	Mill A School District	494	65	16
WA	53	05130	Monroe School District	"39,963"	"7,244"	581
WA	53	05160	Montesano School District	"7,826"	"1,258"	250
WA	53	05190	Morton School District	"2,730"	324	96
WA	53	05220	Moses Lake School District	"41,454"	"8,705"	"1,331"
WA	53	05250	Mossyrock School District	"3,977"	598	141
WA	53	05280	Mount Adams School District	"4,460"	"1,129"	347
WA	53	05310	Mount Baker School District	"14,867"	"2,583"	467
WA	53	05340	Mount Pleasant School District	341	54	3
WA	53	05400	Mount Vernon School District	"37,614"	"6,788"	"1,546"
WA	53	05430	Mukilteo School District	"99,267"	"16,218"	"2,477"
WA	53	05460	Naches Valley School District	"8,226"	"1,476"	379
WA	53	05490	Napavine School District	"4,294"	724	98
WA	53	05520	Naselle-Grays River Valley School District	"2,235"	359	70
WA	53	05550	Nespelem School District	"1,360"	290	114
WA	53	05610	Newport School District	"8,076"	"1,254"	389
WA	53	05640	Nine Mile Falls School District	"8,808"	"1,701"	317
WA	53	05670	Nooksack Valley School District	"10,417"	"2,003"	324
WA	53	05700	North Beach School District	"7,130"	737	143
WA	53	05730	North Franklin School District	"10,306"	"2,307"	651
WA	53	05760	North Kitsap School District	"47,510"	"7,373"	675
WA	53	05790	North Mason School District	"14,759"	"2,096"	436
WA	53	05820	North River School District	218	34	10
WA	53	05850	North Thurston Public Schools	"99,173"	"15,830"	"2,141"
WA	53	05880	Northport School District	"1,486"	197	57
WA	53	05910	Northshore School District	"131,654"	"22,627"	"1,384"
WA	53	05940	Oak Harbor School District	"38,184"	"5,572"	873
WA	53	05970	Oakesdale School District	875	154	15
WA	53	06000	Oakville School District	"2,301"	370	67
WA	53	06060	Ocean Beach School District	"9,859"	884	173
WA	53	06090	Ocosta School District	"7,362"	685	194
